word,word_length,unique_chars
stipulaceous,12,10
horsemen,8,7
neurasthenias,13,9
aelodicon,9,8
antiicteric,11,7
soiree,6,5
hotshots,8,4
subjectivist,12,9
haven,5,5
pleistocenic,12,9
filiano,7,6
bidri,5,4
trosper,7,6
prevolitional,13,10
photorecording,14,11
photoreceptive,14,9
nonparliamentary,16,11
architectonics,14,10
hogbush,7,6
takeovers,9,8
cloud,5,5
jagging,7,5
cofferdams,10,9
forestian,9,9
dekle,5,4
punyish,7,7
uniformer,9,8
holmann,7,6
orangs,6,6
pediculati,10,9
unembarrassedly,15,11
owerloup,8,7
intertransmissible,18,10
tripolis,8,7
wilfully,8,6
fulgurator,10,8
unslothful,10,8
stimulus,8,6
jesuited,8,7
interfenestral,14,9
turnipstemmed,13,10
fenelton,8,6
colorcasts,10,7
foxbane,7,7
polyvoltine,11,9
fitters,7,6
lithology,9,7
adstipulation,13,10
diskin,6,5
bicone,6,6
undetermined,12,8
unlead,6,6
kinna,5,4
vitiligo,8,6
constructable,13,11
druggister,10,8
shoeinghorn,11,8
nepheligenous,13,10
lilypaved,9,8
holman,6,6
sanctificate,12,8
outlines,8,8
adorl,5,5
squatinid,9,8
enchylema,9,8
antiliberalness,15,9
kayle,5,5
oolala,6,3
corkmaking,10,9
pressurefixing,14,10
maffias,7,5
swan,4,4
controllability,15,10
graybarked,10,8
shriekily,9,8
switch,6,6
contractionist,14,8
otherwhither,12,7
fanneling,9,7
cytophil,8,8
osteography,11,10
transpiration,13,8
garges,6,5
lias,4,4
ramshackly,10,9
pigfat,6,6
exorcistical,12,10
trabeculate,11,8
ellwood,7,5
palaeothere,11,8
imu,3,3
prokeimenon,11,8
oniscus,7,6
consistible,11,9
urogenous,9,7
foolishbold,11,8
thegndom,8,8
episiorrhaphy,13,9
fumatorium,10,8
impleads,8,8
youngcounseled,14,10
davoch,6,6
ramblingly,10,9
juniperus,9,8
uncoagulating,13,9
whirley,7,7
acanthocephala,14,9
plashiest,9,8
pectineus,9,8
lutetian,8,7
anisodactyl,11,10
lupoma,6,6
mappers,7,6
thirsttormented,15,10
merluccius,10,8
amerindic,9,8
sackdoudle,10,9
irby,4,4
autotriploid,12,9
nonloxodromic,13,9
artaba,6,4
chinawoman,10,8
ghent,5,5
evoking,7,7
gastroptosis,12,8
solution,8,7
bisulfid,8,7
fantastico,10,8
averell,7,5
unaccoutered,12,9
dravite,7,7
anarchize,9,8
rancidnesses,12,8
nonsynonymously,15,7
bargainer,9,7
wraxling,8,8
dispassioned,12,8
dowser,6,6
dysphagia,9,8
annuals,7,5
hollytree,9,7
maril,5,5
telautographic,14,12
coniopterygidae,15,12
lockage,7,7
urien,5,5
azygos,6,6
pianolist,9,8
neighborstained,15,12
gobinist,8,7
hodler,6,6
blowtorch,9,8
lechers,7,6
preeruption,11,8
vindices,8,7
interbelligerent,16,8
coulterville,12,9
goldenbearded,13,9
philodoxical,12,9
repristinate,12,8
bearishness,11,8
chemisorption,13,11
kristen,7,7
saffrontree,11,8
breadandbutter,14,8
wrongwise,9,8
hafting,7,7
senoras,7,6
calor,5,5
bilby,5,4
adulteress,10,8
profreudian,11,10
lagnappes,9,7
sectionalism,12,10
eunuchise,9,7
unmurmured,10,6
thereabout,10,8
yardwide,8,7
unobscurely,11,10
vicontiel,9,8
theologian,10,9
broadside,9,8
footsie,7,6
inguinocrural,13,9
metapleuron,11,10
nectarin,8,7
palaeoecologic,14,8
araphorostic,12,9
unexperience,12,8
bvy,3,3
epigrammatizer,14,9
anticyclolysis,14,9
pseudostudiously,16,10
foozle,6,5
concentus,9,7
bitonality,10,8
paperknife,10,8
acrosticheae,12,9
persephone,10,7
mulita,6,6
northumberland,14,12
firefang,8,7
astrosphere,11,8
phosphodiesterase,17,10
coastlines,10,9
suprachorioidal,15,11
yachtman,8,7
unauthorization,15,9
wellsupplemented,16,10
boschveld,9,9
embitters,9,7
exacerbate,10,7
epitomatory,11,9
semiexposure,12,9
proverbial,10,9
planetariums,12,11
donis,5,5
poudrin,7,7
consenescence,13,5
fairylike,9,8
treeing,7,6
trindle,7,7
stockstone,10,7
vareheaded,10,6
animi,5,4
galuppi,7,6
nonconviviality,15,9
stratum,7,6
tagaffixing,11,7
cryptanalyzing,14,11
soapily,7,7
durkheim,8,8
nodulated,9,8
algebar,7,6
mesoventrally,13,11
warpknitted,11,10
cornersville,12,9
faultfinders,12,11
cheju,5,5
redoxes,7,6
biochemists,11,9
ovorhomboidal,13,10
aedilberct,10,9
pretexted,9,6
cinematography,14,13
lameter,7,6
mediation,9,8
amphichrom,10,8
ottava,6,4
helladian,9,7
deercoloured,12,7
quasiinferior,13,10
becrust,7,7
argolid,7,7
prochorionic,12,7
overpresumptuous,16,9
hagarene,8,6
gieseckite,10,7
otwell,6,5
anarchial,9,7
rombos,6,5
dougal,6,6
outfield,8,8
defecated,9,6
clutterment,11,8
ginnier,7,5
madbrain,8,7
aloesol,7,5
geotechnics,11,9
benefiter,9,7
patesiate,9,6
tuftily,7,6
heterozygosis,13,10
herp,4,4
tollfree,8,6
swindlers,9,8
rossmore,8,5
cakravartin,11,8
stannites,9,6
brett,5,4
coredrying,10,9
wisely,6,6
vaporsandaled,13,10
theopolitics,12,9
sirreverence,12,7
blosmy,6,6
glenferris,10,8
despisal,8,7
wagarville,10,8
advertisee,10,8
mapes,5,5
etchings,8,8
boethius,8,8
hamfatter,9,7
deda,4,3
desperado,9,7
pachynsis,9,8
antiheroes,10,9
drumfish,8,8
lionne,6,5
reaffection,11,9
rublis,6,6
frescobaldi,11,11
elburn,6,6
springbuck,10,10
unmarch,7,7
subursine,9,7
viler,5,5
flagler,7,6
supercriticalness,17,11
maturing,8,8
barillas,8,6
seaboot,7,6
acroteric,9,7
shellless,9,4
entryway,8,7
cytotechnologist,16,11
enouncing,9,7
rhaetian,8,7
neutrophils,11,11
cuneator,8,8
conjecturable,13,11
halflearned,11,8
pauletta,8,6
throatswollen,13,10
unrightfulness,14,11
amas,4,3
respiratored,12,9
forworden,9,7
decomposability,15,13
ubiquit,7,5
archistome,10,10
trypodendron,12,8
contubernium,12,10
previsive,9,6
outgroups,9,7
westernised,11,8
policy,6,6
intracosmically,15,11
millicent,9,7
toandfro,8,7
crossbite,9,8
katine,6,6
cervelliere,11,6
alkermes,8,7
oberhausen,10,9
siclari,7,6
karyocyte,9,8
eurocentric,11,8
kreil,5,5
diploid,7,5
subbifid,8,6
seleucidean,11,9
polynesic,9,9
anopheles,9,8
darkboughed,11,10
wellchewed,10,6
quadrupedal,11,8
pikes,5,5
aspidistras,11,7
bullidae,8,7
sodbuster,9,8
monozoic,8,6
slightish,9,6
unangularness,13,8
unmelancholically,17,11
nonimpartment,13,9
apteral,7,6
erny,4,4
counterpressures,16,9
euripidean,10,8
preobligating,13,11
hydeville,9,7
challengeable,13,8
gratulate,9,7
pasteurism,10,9
reaward,7,5
interviewer,11,7
junette,7,5
unattire,8,7
kurajong,8,8
perfunctorize,13,11
shrap,5,5
halfsibling,11,9
pierz,5,5
diplopodic,10,6
animates,8,7
stavewise,9,7
decohesion,10,8
makadoo,7,5
lebbek,6,4
porite,6,6
noninvincibleness,17,9
hypothecial,11,10
triplicity,10,7
responder,9,7
waacs,5,4
agalma,6,4
shine,5,5
bakshi,6,6
treegreat,9,5
pontederiaceous,15,12
alfione,7,7
liquidised,10,7
zoogeographical,15,11
syncytiomata,12,9
organotrophic,13,10
spearsmen,9,7
unflourishing,13,10
unsmoldering,12,11
unsubstantialness,17,9
freelancing,11,9
theomastix,10,9
drypaved,8,7
handybook,9,8
bogsucker,9,9
preprocessor,12,6
edwardsia,9,7
polyhedroid,11,9
unamusingness,13,8
unsuspiciously,14,9
semialcoholic,13,9
atda,4,3
alane,5,4
functionating,13,9
monobromoacetanilide,20,12
substylar,9,8
budless,7,6
ultraaffected,13,9
parentages,10,8
ideals,6,6
highting,8,5
prosodus,8,6
felanders,9,8
lawyerism,9,9
schwarmerei,11,9
ocypodoid,9,6
conjoins,8,6
exhibitional,12,10
shamshir,8,6
tablets,7,6
autorhythmus,12,9
unaustralian,12,8
unpolarizable,13,11
doubtlessness,13,9
wallpapering,12,9
ispahan,7,6
doland,6,5
tersulphuret,12,8
mishaan,7,6
shoulderpiece,13,11
secretor,8,6
despondence,11,7
boilerful,9,8
reapplaud,9,7
annulling,9,6
exmore,6,5
clavieristic,12,9
lazylegs,8,7
deisin,6,5
rectification,13,9
carcinolysin,12,9
suberate,8,7
meiostemonous,13,8
popliteal,9,7
earthquakes,11,9
impartially,11,8
lullaby,7,5
quadruplex,10,9
makefire,8,7
daytide,7,6
chompers,8,8
campbellsburg,13,11
kalymmocyte,11,9
berberi,7,4
underbridge,11,8
beloved,7,6
termite,7,5
relig,5,5
regularness,11,8
stationariness,14,8
towpath,7,6
lublin,6,5
smifligation,12,10
maycock,7,6
workingclass,12,11
putter,6,5
tsk,3,3
bronchadenitis,14,12
hagioscopic,11,8
devested,8,5
prescriptible,13,9
ugandans,8,6
bailiffship,11,8
quercin,7,7
mononchus,9,7
whomsoever,10,8
opolis,6,5
nainsook,8,6
precontest,10,8
waly,4,4
argaile,7,6
fronds,6,6
aldington,9,8
ironerup,8,7
crass,5,4
telebarometer,13,8
papulose,8,7
faustena,8,7
billhook,8,6
whitethroat,11,8
duskish,7,6
rockfishes,10,9
midmovement,11,8
rattlingly,10,8
poltfoot,8,5
preexpounder,12,8
porismatically,14,11
lamprophonia,12,9
fascisti,8,6
taring,6,6
brunetiere,10,7
towers,6,6
eskimologist,12,9
razors,6,5
rubescence,10,7
moodys,6,5
adiantiform,11,9
minabe,6,6
haiari,6,4
meyerhof,8,7
recriticizing,13,8
acaulose,8,7
unpeculiarly,12,10
huttig,6,5
midcarpal,9,8
encefalon,9,7
toxone,6,5
bwr,3,3
cutidure,8,7
fullcolored,11,8
magdalena,9,7
hepaticopulmonary,17,14
unslavic,8,8
seabrook,8,7
hyperpotassemic,15,12
stefa,5,5
earthdrake,10,7
cyzicus,7,6
constrictions,13,7
redclad,7,6
oscheolith,10,8
luis,4,4
diaghilev,9,8
umbonule,8,7
dachs,5,5
seapink,7,7
sedgemoor,9,7
toxa,4,4
superaqueous,12,8
stolkjaerre,11,9
truthloving,11,10
hazelnuts,9,9
bolly,5,4
unintentionality,16,9
fdr,3,3
randing,7,6
dcmg,4,4
unworthy,8,8
rasorial,8,6
chickasaw,9,7
sorensen,8,5
oversmoothly,12,10
unrelentance,12,8
heteromys,9,8
fifteens,8,6
torgot,6,4
innerdirectedness,17,8
tweed,5,4
brawest,7,7
tusked,6,6
baalite,7,6
vinolence,9,7
aestivates,10,6
coccygeoanal,12,8
speculativism,13,11
gryphons,8,8
cloudlets,9,8
checkless,9,6
unfestooned,11,8
percival,8,8
proguatemalan,13,11
amplectant,10,8
tilemaking,10,9
unshareable,11,9
desistive,9,6
underwritten,12,8
highthundering,14,9
arvad,5,4
unmanageableness,16,9
happygolucky,12,10
semipermanent,13,9
tritangent,10,7
nontranslucency,15,11
desterilization,15,11
metalloid,9,8
syndetic,8,8
rodger,6,5
predonor,8,6
neurochord,10,8
cuestas,7,6
realienating,12,8
foolhardier,11,9
outreaches,10,9
elnore,6,5
superpressure,13,5
escritoires,11,7
nonseverities,13,8
kimchee,7,6
yurik,5,5
ruptile,7,7
scramasaxe,10,7
jackpudding,11,10
curledleaved,12,8
noncreativity,13,10
stoke,5,5
akees,5,4
candelabrum,11,10
pregeorgian,11,8
dialector,9,9
insouciance,11,8
pahokee,7,6
indorsers,9,7
rupia,5,5
crampoons,9,8
poi,3,3
symbolizations,14,11
channeling,10,8
jaggedest,9,7
platyrrhiny,11,9
reperforator,12,7
anthemed,8,7
caradon,7,6
misemphasize,12,8
unchided,8,7
oxamethane,10,8
tarnisher,9,8
triparted,9,7
okuari,6,6
rhinology,9,8
maracock,8,6
footup,6,5
browngreen,10,7
curlyheads,10,10
jainist,7,6
overusually,11,9
lientery,8,7
ovigerous,9,8
auctorizate,11,9
aggravate,9,6
lieutenants,11,8
undecanaphthene,15,9
semineurotically,16,13
lisped,6,6
coquimbite,10,9
unendeared,10,6
fourhours,9,6
spasmolysis,11,8
bloodthirsty,12,10
cinematographies,16,13
thionitrite,11,7
hirudinal,9,8
taps,4,4
acd,3,3
dnepropetrovsk,14,10
granuloadipose,14,12
classisms,9,6
phalangida,10,8
organ,5,5
sandspout,9,8
clinochlore,11,8
ultragaseous,12,9
nearlier,8,6
elaidate,8,6
samaj,5,4
puggle,6,5
selenide,8,6
taxlevying,10,10
fireflaught,11,10
bracketing,10,10
insincerely,11,8
sandyx,6,6
demandingly,11,9
selfcondemned,13,9
illomenedness,13,8
mycoprotein,11,10
sleepproof,10,7
tradeless,9,7
barbecues,9,7
intr,4,4
scapple,7,6
alpinists,9,7
lightgray,9,8
stephensburg,12,10
chevrotain,10,10
quahaug,7,5
orderer,7,4
chicaric,8,5
afaint,6,5
helvine,7,6
dowse,5,5
combine,7,7
newfangleness,13,8
bobbin,6,4
axiation,8,6
finer,5,5
slavian,7,6
mahsir,6,6
snapberry,9,8
circumspheral,13,11
penfeathered,12,9
cocked,6,5
enforcements,12,9
dipsey,6,6
handsaws,8,6
steinhatchee,12,8
holmun,6,6
taxor,5,5
audix,5,5
selfdivision,12,9
satedness,9,6
longan,6,5
sarcasticalness,15,9
inopportune,11,8
wyon,4,4
procoracoid,11,7
trameled,8,7
monobromination,15,8
authenticators,14,11
nolleity,8,7
bathochromy,11,9
rhabdocoela,11,9
obliterator,11,8
tidemarks,9,9
fimble,6,6
hahn,4,3
dechlorinating,14,12
olivetti,8,6
subchorioidal,13,11
blueth,6,6
reiving,7,6
sepiost,7,6
unboundably,11,8
bestrided,9,7
feloniously,11,9
paddle,6,5
crosslots,9,6
whiningly,9,7
transect,8,7
planetal,8,6
gaudish,7,7
gracilis,8,7
toothedbilled,13,8
rebooks,7,6
kenotron,8,6
porcupine,9,8
fakir,5,5
soothsayers,11,8
autoxidizability,16,11
paedatrophia,12,9
caseinate,9,7
ephedraceae,11,7
cupmaking,9,9
collodium,9,7
trepanize,9,8
mathis,6,6
interclub,9,9
preguard,8,7
killwort,8,7
vcu,3,3
effie,5,3
hueless,7,5
axe,3,3
tortrixes,9,7
bluetop,7,7
cotinga,7,7
obrecht,7,7
unsurprised,11,8
phytoecology,12,9
electromagnetize,16,12
cooption,8,6
fairlike,8,7
lieue,5,4
untrifling,10,8
overlimit,9,8
licensers,9,7
lualaba,7,4
paganized,9,8
harmonistically,15,12
chattelized,11,9
selfcommissioned,16,10
multicelled,11,8
chapelling,10,9
shellackings,12,10
extranormal,11,9
balibuntal,10,7
canalize,8,7
rachialgia,10,7
stormville,10,9
abreact,7,6
ichthyophthalmite,17,11
cichus,6,5
taino,5,5
twoounce,8,7
braider,7,6
pesetas,7,5
ity,3,3
whinestone,10,8
vocabular,9,8
fantoddish,10,9
demarks,7,7
siglum,6,6
cycloaliphatic,14,9
goran,5,5
narcostimulant,14,11
forecasting,11,11
brentwood,9,8
bunched,7,7
manienie,8,5
deiseal,7,6
doctorally,10,8
defencelessly,13,8
inherle,7,6
stoff,5,4
reedits,7,6
distraint,9,7
cystopus,8,7
metabolize,10,9
oophoridium,11,8
reestimate,10,7
menopause,9,8
semimajor,9,8
fastings,8,7
skiplane,8,8
mobsman,7,6
antiparliamentarian,19,9
nonambiguities,14,11
glasseater,10,7
anaudia,7,5
crowders,8,7
riancy,6,6
scrapefinished,14,11
champe,6,6
erectly,7,6
wernerism,9,7
legislatress,12,8
withergloom,11,10
firebox,7,7
bomber,6,5
absorbencies,12,9
palmate,7,6
puncheon,8,7
ramose,6,6
grosgrained,11,9
lative,6,6
crustaceological,16,11
houstonia,9,8
overdebilitate,14,10
exauthorize,11,10
emboweler,9,7
marquisettes,12,9
roneo,5,4
sanctions,9,7
fernwort,8,7
sequaces,8,6
whitehorsed,11,9
jungliest,9,9
discatter,9,8
tcheckup,8,7
victrola,8,8
krennerite,10,6
woolwoofed,10,6
gymnosperm,10,9
mappy,5,4
overfearfully,13,9
opa,3,3
isobathic,9,8
upsteam,7,7
macropodian,11,9
egads,5,5
magnetogasdynamics,18,12
creedmore,9,6
expatiators,11,9
semisecretly,12,9
intermits,9,7
dulcifluous,11,8
firefly,7,6
constantan,10,6
orthodoxal,10,8
truculentness,13,8
unprologued,11,9
composture,10,9
magical,7,6
tyr,3,3
essonite,8,6
peloric,7,7
lobster,7,7
heterography,12,9
replacers,9,7
threesidedness,14,8
goldenfettered,14,9
weeknights,10,9
kokra,5,4
hemannish,9,7
knobwood,8,6
curatage,8,7
limas,5,5
institor,8,6
criticized,10,7
palaver,7,6
vasevine,8,6
squawflower,11,10
devolve,7,5
jaygees,7,6
technography,12,11
japaconitin,11,8
crtc,4,3
corybant,8,8
millwrighting,13,9
justiciaryship,14,11
malaxation,10,8
peracarida,10,7
nonabstainers,13,9
assumption,10,9
ethoses,7,5
nonobligatorily,15,10
mamor,5,4
skeezix,7,6
forelook,8,6
reexhaust,9,8
saltishness,11,8
brideknot,9,9
bumped,6,6
pentameran,10,7
folsomville,11,8
overemphatical,14,12
aggi,4,3
nipissing,9,5
anagrams,8,6
kermit,6,6
scampies,8,7
princeteacher,13,9
condensity,10,9
reinstil,8,7
overthrown,10,8
emplume,7,5
viperfishes,11,8
magalensia,10,8
pneumatized,11,10
ota,3,3
risottos,8,5
ropeable,8,7
vergos,6,6
strangedisposed,15,11
antituberculotic,16,11
unreverentness,14,7
extramusical,12,11
sleepdisturbing,15,12
refringence,11,7
sheetanchor,11,9
superserviceableness,20,12
voile,5,5
maxillopremaxillary,19,10
noance,6,5
narrowbladed,12,9
prattler,8,6
pokonchi,8,7
doggerelled,11,6
rhombic,7,7
mimeograph,10,9
latea,5,4
validly,7,6
jimmyweed,9,7
apothgm,7,7
favosely,8,8
pensiones,9,6
houseowner,10,8
chalazoin,9,8
sourwood,8,6
casini,6,5
noncategoricalness,18,11
astriction,10,8
heavysmelling,13,11
overfrugally,12,10
preshakespeare,14,7
phlebographical,15,11
sixteenpenny,12,8
roundshouldred,14,9
hieing,6,5
idylists,8,6
laven,5,5
underload,9,8
prickeared,10,8
perscribe,9,7
buckoes,7,7
dangler,7,7
ignominies,10,7
desmogen,8,7
plafonds,8,8
prefroze,8,6
reenergizing,12,6
kinesipathy,11,10
poisson,7,5
thoroughstitch,14,9
facsimiled,10,9
coshow,6,5
discretively,12,10
paleographic,12,10
umbellula,9,6
conglutinated,13,11
twelveseated,12,8
cockandbull,11,9
orange,6,6
oratorical,10,7
bustiers,8,7
servation,9,9
lilacblue,9,7
vitiate,7,5
psycho,6,6
octroy,6,5
nucleosid,9,9
scauper,7,7
finecount,9,8
nymwegen,8,6
akrabattine,11,8
humoralism,10,9
mufflers,8,7
berettas,8,6
quasipassively,14,10
photoeng,8,7
allobar,7,5
madrones,8,8
supersuperabundance,19,10
wellsquared,11,9
libanophorous,13,11
minimis,7,4
mythism,7,6
luteous,7,6
subanun,7,5
porion,6,5
paeanizing,10,7
autopoisonous,13,8
dairy,5,5
cannelle,8,5
greenness,9,5
discontinuously,15,10
aquamanilia,11,7
cercopes,8,6
codeveloping,12,10
reoperation,11,8
unhoundlike,11,9
thioester,9,7
abecedarians,12,9
bristol,7,7
nereidean,9,6
saccharotriose,14,9
selfesteeming,13,9
kineticist,10,7
fallenness,10,6
nondependably,13,9
bronchospasm,12,10
philoyankeeist,14,12
volunteering,12,10
headcloth,9,8
sheppard,8,7
dermatoplast,12,10
cardinalbishop,14,12
springfield,11,10
vortex,6,6
fruticulose,11,10
claspt,6,6
nonegregiousness,16,8
microforms,10,7
mespot,6,6
coaming,7,7
colander,8,8
plumpnesses,11,7
basses,6,4
cervidae,8,7
lemitar,7,7
outmarched,10,10
youngster,9,9
nonplutocratic,14,10
detonate,8,6
harmonisable,12,11
grillworks,10,8
gonys,5,5
spiflicated,11,10
gretry,6,5
settera,7,5
zannichellia,12,8
turnoffs,8,7
sileas,6,5
radiality,9,7
oecumenic,9,7
gorgoneum,9,7
logistically,12,9
selfopinionedness,17,9
sope,4,4
kojang,6,6
tsktsk,6,3
characteristicness,18,9
templize,8,7
lindbom,7,7
arnicas,7,6
ungenteely,10,7
coquetting,10,9
hurl,4,4
cepheids,8,7
suints,6,5
oesogi,6,5
underogative,12,11
dodipole,8,6
forestbosomed,13,9
softlaid,8,8
humiliating,11,9
friscal,7,7
miscrop,7,7
tramful,7,7
retell,6,4
gelidly,7,6
misjoined,9,8
amrelle,7,5
pelecani,8,7
genal,5,5
cyanites,8,8
naira,5,4
picturegoer,11,9
monteverdi,10,9
dialers,7,7
ermentrude,10,7
entertainer,11,6
perhalogen,10,9
gnathism,8,8
ephippia,8,5
tagster,7,6
windages,8,8
curmudgeonly,12,11
bonetired,9,8
indilatory,10,9
unshowed,8,8
moneyraising,12,10
wagang,6,4
bespray,7,7
lechner,7,6
longwinged,10,8
townishly,9,9
tekla,5,5
copernican,10,8
inculk,6,6
pareoean,8,6
sycamores,9,8
photomezzotype,14,8
unslimmed,9,8
onechambered,12,10
contralode,10,9
rescreen,8,5
osmaterium,10,9
anteater,8,5
catechols,9,8
hydronephrosis,14,10
gourmont,8,7
thermogenerator,15,9
schoolhouses,12,7
chelicerae,10,7
potvaliantly,12,9
grandly,7,7
tetrads,7,6
stclair,7,7
mournings,9,8
daledhs,7,6
rohn,4,4
longdesired,11,9
mortalize,9,9
azotite,7,6
spherometer,11,8
selfpreserving,14,10
infenible,9,6
overmastered,12,9
unstigmatised,13,10
hoatzines,9,9
phageda,7,6
trinklement,11,8
weaker,6,5
lanolines,9,7
jambo,5,5
iconoclastic,12,8
about,5,5
szymanowski,11,10
stellary,8,7
dyostyle,8,7
adjutor,7,7
fiscalizing,11,9
vetter,6,4
domify,6,6
treddling,9,8
tranker,7,6
jammedness,10,7
antitotalitarian,16,7
krauss,6,5
axopodium,9,8
twincylinder,12,10
scioterical,11,9
balmlike,8,7
toughing,8,7
nonextricable,13,11
algerian,8,7
hepaticoduodenostomy,20,14
semela,6,5
shanleigh,9,8
thesocyte,9,7
counterpassion,14,11
hallowmas,9,7
overstress,10,6
uncravatted,11,9
arugola,7,6
suboverseer,11,7
ryegrass,8,6
actinomorphy,12,11
lamboys,7,7
arbe,4,4
synchondrosially,16,11
podocarpaceae,13,7
gingal,6,5
autoeducation,13,9
netherlandian,13,9
misheard,8,8
tolkan,6,6
wellmanaged,11,8
hadamard,8,5
shallotte,9,7
livlihood,9,6
manysidedness,13,8
transonic,9,8
mimmouthed,10,8
catholicizing,13,10
amana,5,3
unornly,7,6
cleidotomy,10,9
illmanaged,10,8
crampedness,11,9
horographer,11,7
yair,4,4
sarcogenic,10,9
edentalous,10,9
possibles,9,7
fireflirt,9,6
lampoil,7,6
ligurite,8,7
fraena,6,5
unratified,10,9
upstrike,8,8
shipp,5,4
possessible,11,7
syncytioma,10,9
plasmodia,9,8
proobservance,13,10
metaphysical,12,11
chippage,8,7
spermiducal,11,11
vestalia,8,7
shallowater,11,9
zophorus,8,7
aerohydroplane,14,10
gumlike,7,7
eisegetical,11,8
armourer,8,6
fleckier,8,7
quasiprivate,12,10
hognoses,8,6
patentably,10,8
schizotrichia,13,9
bordereaux,10,8
romp,4,4
bohemians,9,9
bodiliness,10,8
limp,4,4
hoey,4,4
lacerate,8,6
curara,6,4
terais,6,6
cephalotaceae,13,8
hoggy,5,4
goggly,6,4
prospections,12,9
wigs,4,4
drumsler,8,7
lactosid,8,8
tease,5,4
galyacs,7,6
hashiya,7,5
eupittone,9,7
chlorophylloid,14,9
seriffed,8,6
circumscriptive,15,10
indicatable,11,9
ambertinted,11,9
inhuming,8,6
mounts,6,6
selfdesigner,12,9
sublanate,9,8
sonicating,10,8
choir,5,5
miditalian,10,7
videtur,7,7
gatewaymen,10,8
ashtrays,8,6
scroggiest,10,8
bushmaker,9,9
valanche,8,7
enragedly,9,8
roose,5,4
aforegiven,10,9
inclip,6,5
delustered,10,7
natatoriums,11,9
lwt,3,3
cocobola,8,5
skillessness,12,6
overtread,9,7
overutilized,12,10
caramels,8,7
porthook,8,6
unmedicinal,11,9
provant,7,7
myotasis,8,7
cyclades,8,7
laughterful,11,9
yelped,6,5
ballpoints,10,9
plastogene,10,9
fainthued,9,9
snm,3,3
unconical,9,7
giusto,6,6
glonoin,7,5
ntia,4,4
unsquirming,11,8
asio,4,4
pallier,7,6
preconfess,10,8
trepidatory,11,9
craf,4,4
shood,5,4
deproceduring,13,10
housewife,9,8
aftergas,8,7
mormaor,7,4
mistrot,7,6
congestions,11,8
amphitheatral,13,9
vaporescent,11,10
staphylodialysis,16,10
onchidium,9,8
lysogenies,10,8
oolachan,8,6
auriscopic,10,8
chaft,5,5
aits,4,4
fissiped,8,6
scytitis,8,5
quinqueserial,13,9
newsmagazine,12,9
angelseeming,12,8
barbe,5,4
leering,7,6
elementality,12,8
sorrowladen,11,9
masticates,10,7
prerealizing,12,9
outclerk,8,8
acrobacy,8,6
selbergite,10,8
melanocerite,12,10
lamotte,7,6
invoices,8,7
disgulf,7,7
streamliner,11,9
starthistle,11,8
dolmades,8,7
presubscribing,14,10
crosshand,9,8
neuillysurseine,15,8
fraughted,9,9
etan,4,4
soulfearing,11,11
tanzanite,9,6
proselytist,11,9
dnepr,5,5
smallacred,10,8
misrelate,9,8
montera,7,7
osmeterium,10,8
nealson,7,6
nacreousness,12,8
die,3,3
redrawn,7,6
pitaka,6,5
erythroglucin,13,12
disproportionably,17,12
acoelomous,10,8
predevour,9,7
tablelands,10,8
phenomenalism,13,10
penaeaceae,10,5
cvt,3,3
peritonealized,14,11
ammoniticone,12,8
stridden,8,7
ghostly,7,7
pima,4,4
coddington,10,7
incontiguous,12,8
unconfident,11,9
upstates,8,6
underdoctor,11,8
antispiritualistic,18,10
tangfishes,10,9
aeriell,7,5
glink,5,5
banditism,9,8
cenobite,8,7
lactones,8,8
terraciform,11,9
unmarbled,9,9
ragboiling,10,8
ppbs,4,3
warytree,8,6
unequivalently,14,10
relentlessness,14,6
isotony,7,6
phonogram,9,8
subprehensility,15,12
misdistinguish,14,9
muchbranched,12,10
subjected,9,8
summonses,9,6
veldtsman,9,9
unclerklike,11,8
dryopithecinae,14,12
luening,7,6
buttering,9,8
erotema,7,6
hyperexcursive,14,11
nontolerableness,16,9
vermil,6,6
unogled,7,7
ebullience,10,7
tinging,7,4
tunes,5,5
opprobriousness,15,9
sweepy,6,5
yestreen,8,6
korbut,6,6
instabilities,13,8
tarantarize,11,7
gouache,7,7
ensober,7,6
anammelech,10,7
wheelchairs,11,9
micrometrically,15,10
motu,4,4
lodestar,8,8
zereba,6,5
renipuncture,12,8
cytoparaplastin,15,11
gleamy,6,6
alcumy,6,6
quattie,7,6
mushru,6,5
palatability,12,7
miskenning,10,7
heyde,5,4
lanceted,8,7
milktested,10,8
spondil,7,7
fagotte,7,6
eventlessness,13,6
kuenlun,7,5
